10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,,Status
203121013,Villa Robles,23121013,Bgy,,,,R,809,,884,,
203121014,Culasi,23121014,Bgy,,,,R,"1,219",,"1,327",,
203121015,Alomanay,23121015,Bgy,,,,R,657,,615,,
203121016,Didaddungan,23121016,Bgy,,,,R,580,,745,,
203121017,San Isidro,23121017,Bgy,,,,R,800,,864,,
203122000,Quezon,23122000,Mun,,,4th,,"25,860",,"27,037",,
203122001,Abut,23122001,Bgy,,,,R,"2,568",,"2,476",,
203122002,Alunan ,23122002,Bgy,,,,R,"1,406",,"1,501",,Pob.
203122003,Arellano ,23122003,Bgy,,,,U,"2,877",,"2,831",,Pob.
203122004,Aurora,23122004,Bgy,,,,R,444,,470,,
203122005,Barucboc Norte,23122005,Bgy,,,,R,"3,303",,"3,611",,
203122006,Estrada,23122006,Bgy,,,,R,751,,839,,
203122007,Santos ,23122007,Bgy,,,,R,"3,192",,"3,310",,Pob.
203122008,Lepanto,23122008,Bgy,,,,R,"1,624",,"1,806",,
203122009,Mangga,23122009,Bgy,,,,R,822,,826,,
203122010,Minagbag,23122010,Bgy,,,,R,"3,326",,"3,453",,
203122011,Samonte ,23122011,Bgy,,,,U,"1,865",,"1,850",,Pob.
203122012,Turod,23122012,Bgy,,,,R,915,,"1,045",,
203122013,Dunmon,23122013,Bgy,,,,R,606,,662,,
203122014,Calangigan,23122014,Bgy,Calamagui,,,R,729,,733,,
203122015,San Juan,23122015,Bgy,,,,R,"1,432",,"1,624",,
203123000,Quirino,23123000,Mun,,,4th,,"24,501",,"25,023",,
203123001,Binarzang,23123001,Bgy,,,,R,"1,041",,"1,105",,
203123002,Cabaruan,23123002,Bgy,,,,R,530,,605,,
203123003,Camaal,23123003,Bgy,,,,R,"1,343",,"1,283",,
203123004,Dolores,23123004,Bgy,,,,R,"1,334",,"1,315",,
203123005,Luna,23123005,Bgy,,,,R,"1,960",,"2,190",,
203123006,Manaoag,23123006,Bgy,,,,R,878,,892,,
203123007,Rizal,23123007,Bgy,,,,R,853,,852,,
203123008,San Isidro,23123008,Bgy,,,,R,400,,428,,
203123009,San Jose,23123009,Bgy,,,,R,870,,866,,
203123010,San Juan,23123010,Bgy,,,,R,"2,199",,"2,079",,
203123011,San Mateo,23123011,Bgy,,,,R,"1,554",,"1,558",,
203123012,San Vicente,23123012,Bgy,,,,R,790,,819,,
203123013,Sta. Catalina,23123013,Bgy,,,,R,871,,906,,
203123014,Santa Lucia ,23123014,Bgy,,,,R,"2,098",,"2,145",,Pob.
203123015,Santiago,23123015,Bgy,,,,R,"1,774",,"1,847",,
203123016,Sto. Domingo,23123016,Bgy,,,,R,"2,745",,"2,710",,
203123017,Sinait,23123017,Bgy,,,,R,443,,465,,
203123018,Suerte,23123018,Bgy,,,,R,715,,682,,
203123019,Villa Bulusan,23123019,Bgy,,,,R,372,,392,,
203123020,Villa Miguel,23123020,Bgy,Ugak,,,R,741,,821,,
203123021,Vintar,23123021,Bgy,,,,R,990,,"1,063",,
203124000,Ramon,23124000,Mun,,,2nd,,"52,707",,"56,523",,
203124001,Ambatali,23124001,Bgy,,,,R,"3,537",,"3,688",,
203124002,Bantug,23124002,Bgy,,,,R,"1,211",,"1,162",,
203124004,Bugallon Norte,23124004,Bgy,,,,U,"5,344",,"5,760",,
203124005,Burgos,23124005,Bgy,,,,R,"2,820",,"2,864",,
203124006,Nagbacalan,23124006,Bgy,,,,R,"1,404",,"1,355",,
203124007,Oscariz,23124007,Bgy,,,,U,"3,345",,"3,118",,
203124008,Pabil,23124008,Bgy,,,,R,841,,823,,
203124009,Pagrang-ayan,23124009,Bgy,,,,R,"2,183",,"2,327",,
203124011,Planas,23124011,Bgy,,,,R,"2,819",,"3,029",,
203124012,Purok ni Bulan,23124012,Bgy,,,,R,656,,782,,
203124013,Raniag,23124013,Bgy,,,,U,"5,337",,"5,613",,
203124014,San Antonio,23124014,Bgy,,,,R,"1,873",,"2,182",,
203124015,San Miguel,23124015,Bgy,,,,U,"4,884",,"5,713",,
203124016,San Sebastian,23124016,Bgy,,,,R,"1,453",,"1,461",,
203124018,Villa Beltran,23124018,Bgy,,,,R,879,,724,,
203124019,Villa Carmen,23124019,Bgy,,,,R,"1,435",,"1,696",,
203124020,Villa Marcos,23124020,Bgy,,,,R,902,,926,,
203124021,General Aguinaldo,23124021,Bgy,,,,U,"4,747",,"5,965",,
203124022,Bugallon Proper ,23124022,Bgy,,,,U,"7,037",,"7,335",,Pob.
203125000,Reina Mercedes,23125000,Mun,,,4th,,"26,998",,"27,900",,
203125001,Banquero,23125001,Bgy,,,,R,"2,392",,"2,545",,
203125002,Binarsang,23125002,Bgy,,,,R,431,,422,,
203125003,Cutog Grande,23125003,Bgy,,,,R,"1,029",,917,,
203125004,Cutog Pequeño,23125004,Bgy,,,,R,548,,643,,
203125005,Dangan,23125005,Bgy,,,,R,"2,854",,"3,060",,
203125006,District I ,23125006,Bgy,,,,R,"1,378",,"1,241",,Pob.
203125007,District II ,23125007,Bgy,,,,R,"2,034",,"2,013",,Pob.
203125008,Labinab Grande ,23125008,Bgy,,,,R,927,,900,,Pob.
203125009,Labinab Pequeño ,23125009,Bgy,,,,R,"1,161",,"1,202",,Pob.
203125010,Mallalatang Grande,23125010,Bgy,,,,R,631,,702,,
203125011,Mallalatang Tunggui,23125011,Bgy,,,,R,742,,779,,
203125012,Nappaccu Grande,23125012,Bgy,,,,R,"1,167",,"1,247",,
203125013,Nappaccu Pequeño,23125013,Bgy,,,,U,"1,447",,"1,423",,
203125014,Sallucong,23125014,Bgy,,,,R,475,,511,,
203125015,Santor,23125015,Bgy,,,,R,"1,401",,"1,461",,
203125016,Sinippil,23125016,Bgy,,,,R,"1,302",,"1,421",,
203125017,Tallungan ,23125017,Bgy,,,,U,"1,894",,"1,878",,Pob.
203125019,Turod,23125019,Bgy,,,,R,"2,907",,"3,176",,
203125020,Villador,23125020,Bgy,,,,R,"1,184",,"1,269",,
203125021,Santiago,23125021,Bgy,,,,R,"1,094",,"1,090",,
203126000,Roxas,23126000,Mun,,,1st,,"61,773",,"65,839",,
203126001,Anao,23126001,Bgy,,,,R,833,,855,,
203126004,Imbiao,23126004,Bgy,,,,R,"1,627",,"1,597",,
203126005,Lanting,23126005,Bgy,,,,R,"1,195",,"1,260",,
203126006,Lucban,23126006,Bgy,,,,R,811,,795,,
203126007,Marcos,23126007,Bgy,,,,R,"1,431",,"2,351",,
203126008,Masigun,23126008,Bgy,,,,R,858,,884,,
203126011,Rizal ,23126011,Bgy,,,,U,"6,026",,"6,265",,Pob.
203126012,Vira ,23126012,Bgy,,,,U,"3,546",,"3,797",,Pob.
203126013,Bantug ,23126013,Bgy,,,,U,"5,834",,"5,703",,Pob.
203126014,Luna ,23126014,Bgy,,,,R,"1,666",,"1,528",,Pob.
203126015,Quiling,23126015,Bgy,,,,R,"1,443",,"1,517",,
203126016,Rang-ayan,23126016,Bgy,,,,R,"1,283",,"1,459",,
203126017,San Antonio,23126017,Bgy,,,,R,"3,454",,"3,531",,
203126018,San Jose,23126018,Bgy,,,,R,"1,448",,"1,489",,
203126019,San Pedro,23126019,Bgy,,,,R,"1,300",,"1,383",,
203126020,San Placido,23126020,Bgy,,,,U,"3,121",,"3,491",,
203126021,San Rafael,23126021,Bgy,,,,R,"3,694",,"3,714",,
203126023,Simimbaan,23126023,Bgy,,,,R,"3,114",,"3,770",,
203126024,Sinamar,23126024,Bgy,,,,R,"1,640",,"1,794",,
203126025,Sotero Nuesa,23126025,Bgy,,,,U,"6,139",,"6,336",,
203126026,Villa Concepcion,23126026,Bgy,,,,R,"1,206",,"1,291",,
203126028,Matusalem,23126028,Bgy,,,,R,"2,342",,"3,060",,
203126029,Muñoz East,23126029,Bgy,,,,R,"2,077",,"2,034",,
203126030,Muñoz West,23126030,Bgy,,,,R,"3,623",,"3,694",,
203126031,Doña Concha,23126031,Bgy,,,,R,661,,730,,
203126032,San Luis,23126032,Bgy,,,,R,"1,401",,"1,511",,
203127000,San Agustin,23127000,Mun,,,3rd,,"22,880",,"22,096",,
203127001,Bautista,23127001,Bgy,,,,R,"1,226",,"1,269",,
203127002,Calaocan,23127002,Bgy,,,,R,525,,501,,
203127003,Dabubu Grande,23127003,Bgy,,,,R,"1,396",,"1,375",,
203127004,Dabubu Pequeño,23127004,Bgy,,,,R,554,,568,,
203127005,Dappig,23127005,Bgy,,,,R,555,,527,,
203127006,Laoag,23127006,Bgy,,,,R,"1,100",,"1,010",,
203127007,Mapalad,23127007,Bgy,,,,R,"1,670",,"1,714",,
203127008,Masaya Centro ,23127008,Bgy,,,,R,"1,585",,"1,521",,Pob.
203127009,Masaya Norte,23127009,Bgy,,,,R,"1,211",,"1,069",,
203127010,Masaya Sur,23127010,Bgy,,,,R,"2,499",,"2,481",,
203127011,Nemmatan,23127011,Bgy,,,,R,616,,663,,
203127012,Palacian,23127012,Bgy,,,,R,"1,391",,"1,332",,
203127013,Panang,23127013,Bgy,,,,R,875,,754,,
203127014,Quimalabasa Norte,23127014,Bgy,,,,R,654,,691,,
203127015,Quimalabasa Sur,23127015,Bgy,,,,R,509,,392,,
203127016,Rang-ay,23127016,Bgy,,,,R,413,,385,,
203127017,Salay,23127017,Bgy,,,,R,"1,189",,"1,084",,
203127018,San Antonio,23127018,Bgy,,,,R,594,,499,,
203127019,Santo Niño,23127019,Bgy,,,,R,"1,480",,"1,631",,
203127020,Santos,23127020,Bgy,,,,R,555,,525,,
203127021,Sinaoangan Norte,23127021,Bgy,,,,R,613,,573,,
203127022,Sinaoangan Sur,23127022,Bgy,,,,R,609,,547,,
203127023,Virgoneza,23127023,Bgy,,,,R,"1,061",,985,,
203128000,San Guillermo,23128000,Mun,,,4th,,"20,200",,"20,915",,
203128001,Anonang,23128001,Bgy,,,,R,481,,514,,
203128002,Aringay,23128002,Bgy,,,,R,458,,450,,
203128004,Centro 1 ,23128004,Bgy,,,,R,"2,518",,"2,575",,Pob.
203128005,Centro 2 ,23128005,Bgy,,,,R,"2,332",,"2,370",,Pob.
203128006,Colorado,23128006,Bgy,,,,R,"1,130",,"1,078",,
203128007,Dietban,23128007,Bgy,,,,R,744,,760,,
203128008,Dingading,23128008,Bgy,,,,R,992,,920,,
203128009,Dipacamo,23128009,Bgy,,,,R,822,,909,,
203128010,Estrella,23128010,Bgy,,,,R,456,,479,,
203128011,Guam,23128011,Bgy,,,,R,"1,059",,"1,147",,
203128013,Nakar,23128013,Bgy,,,,R,760,,989,,
203128014,Palawan,23128014,Bgy,,,,R,486,,488,,
203128015,Progreso,23128015,Bgy,,,,R,575,,575,,
203128016,Rizal,23128016,Bgy,,,,R,"1,429",,"1,440",,
203128017,San Francisco Sur,23128017,Bgy,,,,R,400,,407,,
203128018,San Mariano Norte,23128018,Bgy,,,,R,249,,266,,
203128019,San Mariano Sur,23128019,Bgy,,,,R,644,,608,,
203128020,Sinalugan,23128020,Bgy,,,,R,657,,688,,
203128021,Villa Remedios,23128021,Bgy,,,,R,288,,308,,
203128022,Villa Rose,23128022,Bgy,,,,R,726,,795,,
203128023,Villa Sanchez,23128023,Bgy,,,,R,559,,557,,
203128024,Villa Teresita,23128024,Bgy,,,,R,370,,369,,
203128025,Burgos,23128025,Bgy,,,,R,912,,"1,058",,
203128026,San Francisco Norte,23128026,Bgy,,,,R,514,,505,,
203128027,Calaoagan,23128027,Bgy,,,,R,411,,447,,
203128028,San Rafael,23128028,Bgy,,,,R,228,,213,,
203129000,San Isidro,23129000,Mun,,,5th,,"24,861",,"27,044",,
203129001,Camarag,23129001,Bgy,,,,R,"1,672",,"1,623",,
203129002,Cebu,23129002,Bgy,,,,R,"2,753",,"2,888",,
203129003,Gomez,23129003,Bgy,,,,R,"2,517",,"3,045",,
203129004,Gud,23129004,Bgy,,,,R,"1,607",,"1,720",,
203129005,Nagbukel,23129005,Bgy,,,,R,"1,790",,"1,970",,
203129006,Patanad,23129006,Bgy,,,,R,732,,741,,
203129007,Quezon,23129007,Bgy,,,,U,"3,499",,"3,863",,
203129009,Ramos East,23129009,Bgy,,,,R,"1,563",,"1,829",,
203129010,Ramos West,23129010,Bgy,,,,R,"1,891",,"2,123",,
203129012,Rizal East ,23129012,Bgy,,,,R,"1,948",,"1,854",,Pob.
203129013,Rizal West ,23129013,Bgy,,,,R,973,,"1,072",,Pob.
203129014,Victoria,23129014,Bgy,,,,R,"1,785",,"1,916",,
203129015,Villaflor,23129015,Bgy,,,,R,"2,131",,"2,400",,
203130000,San Manuel,23130000,Mun,,,4th,,"31,896",,"34,085",,
203130001,Agliam,23130001,Bgy,,,,R,393,,430,,
203130002,Babanuang,23130002,Bgy,,,,R,"2,757",,"3,027",,
203130003,Cabaritan,23130003,Bgy,,,,R,808,,653,,
203130004,Caraniogan,23130004,Bgy,,,,R,877,,972,,
203130006,Eden,23130006,Bgy,,,,R,"2,143",,"2,285",,
203130007,Malalinta,23130007,Bgy,,,,R,"1,797",,"1,836",,
203130008,Mararigue,23130008,Bgy,,,,R,"1,486",,"1,791",,
203130009,Nueva Era,23130009,Bgy,,,,R,"1,952",,"2,007",,
203130010,Pisang,23130010,Bgy,,,,R,660,,619,,
203130011,District 1 ,23130011,Bgy,,,,R,"2,839",,"2,830",,Pob.
203130012,District 2 ,23130012,Bgy,,,,R,"2,420",,"2,524",,Pob.
203130013,District 3 ,23130013,Bgy,,,,R,"2,710",,"3,004",,Pob.
203130014,District 4 ,23130014,Bgy,,,,R,"2,264",,"2,506",,Pob.
203130015,San Francisco,23130015,Bgy,,,,R,585,,625,,
203130016,Sandiat Centro,23130016,Bgy,,,,R,"1,704",,"1,832",,
203130017,Sandiat East,23130017,Bgy,,,,R,"1,247",,"1,384",,
203130018,Sandiat West,23130018,Bgy,,,,R,"2,165",,"2,305",,
203130019,Sta. Cruz,23130019,Bgy,,,,R,"1,729",,"1,660",,
203130020,Villanueva,23130020,Bgy,,,,R,"1,360",,"1,795",,
203131000,San Mariano,23131000,Mun,,,1st,,"55,370",,"60,124",,
203131001,Alibadabad,23131001,Bgy,,,,R,"2,001",,"2,355",,
203131003,Binatug,23131003,Bgy,,,,R,"2,003",,"2,138",,
203131004,Bitabian,23131004,Bgy,,,,R,"1,948",,"1,924",,
203131005,Buyasan,23131005,Bgy,,,,R,722,,814,,
203131006,Cadsalan,23131006,Bgy,,,,R,"1,486",,"1,828",,
203131007,Casala,23131007,Bgy,,,,R,"1,507",,"1,593",,
203131008,Cataguing,23131008,Bgy,,,,R,"1,810",,"1,815",,
203131009,Daragutan East,23131009,Bgy,,,,R,"1,326",,"1,465",,
203131010,Daragutan West,23131010,Bgy,,,,R,"1,740",,"1,829",,
203131011,Del Pilar,23131011,Bgy,,,,R,"1,623",,"1,764",,
203131012,Dibuluan,23131012,Bgy,,,,R,"1,505",,"1,883",,
203131013,Dicamay,23131013,Bgy,,,,R,"1,918",,"2,012",,
203131014,Dipusu,23131014,Bgy,,,,R,764,,767,,
203131015,Disulap,23131015,Bgy,,,,R,"2,412",,"2,921",,
203131016,Disusuan,23131016,Bgy,,,,R,580,,633,,
203131017,Gangalan,23131017,Bgy,,,,R,"1,649",,"1,779",,
203131018,Ibujan,23131018,Bgy,,,,R,814,,732,,
203131019,Libertad,23131019,Bgy,,,,R,"1,122",,"1,270",,
203131020,Macayucayu,23131020,Bgy,,,,R,748,,744,,
203131021,Mallabo,23131021,Bgy,,,,R,838,,853,,
203131022,Marannao,23131022,Bgy,,,,R,"1,012",,"1,057",,
203131023,Minanga,23131023,Bgy,,,,R,"4,114",,"4,662",,
203131024,Old San Mariano,23131024,Bgy,,,,R,"2,164",,"2,274",,
203131025,Palutan,23131025,Bgy,,,,R,"1,011",,"1,021",,
203131026,Panninan,23131026,Bgy,,,,R,682,,813,,
203131027,Zone I ,23131027,Bgy,,,,R,"1,584",,"1,590",,Pob.
203131028,Zone II ,23131028,Bgy,,,,R,"2,345",,"2,463",,Pob.
203131029,Zone III ,23131029,Bgy,,,,R,"3,394",,"3,722",,Pob.
203131030,San Jose,23131030,Bgy,,,,R,"2,331",,"2,622",,
203131031,San Pablo,23131031,Bgy,,,,R,856,,942,,
203131032,San Pedro,23131032,Bgy,,,,R,527,,601,,
203131033,Sta. Filomena,23131033,Bgy,,,,U,"2,271",,"2,521",,
203131034,Tappa,23131034,Bgy,,,,R,944,,"1,076",,
203131035,Ueg,23131035,Bgy,,,,R,"1,944",,"1,754",,
203131038,Zamora,23131038,Bgy,,,,R,417,,469,,
203131039,Balagan,23131039,Bgy,,,,R,"1,258",,"1,418",,
203132000,San Mateo,23132000,Mun,,,1st,,"64,505",,"66,663",,
203132001,Bacarreña,23132001,Bgy,,,,R,926,,945,,
203132002,Bagong Sikat,23132002,Bgy,,,,R,"2,358",,"2,512",,
203132003,Bella Luz,23132003,Bgy,,,,R,"1,411",,"1,385",,
203132004,Daramuangan Sur,23132004,Bgy,,,,R,"1,475",,"1,468",,
203132005,Estrella,23132005,Bgy,,,,R,"1,538",,"1,480",,
203132007,Gaddanan,23132007,Bgy,,,,R,"2,312",,"2,221",,
203132009,Malasin,23132009,Bgy,,,,R,"2,393",,"2,564",,
203132010,Mapuroc,23132010,Bgy,,,,R,682,,708,,
203132011,Marasat Grande,23132011,Bgy,,,,R,"1,261",,"1,575",,
203132012,Marasat Pequeño,23132012,Bgy,,,,R,"2,012",,"2,222",,
203132013,Old Centro I,23132013,Bgy,,,,R,"2,002",,"2,061",,
203132014,Old Centro II,23132014,Bgy,,,,R,"1,025",,994,,
203132017,Barangay I ,23132017,Bgy,,,,U,"1,851",,"1,875",,Pob.
203132018,Barangay II ,23132018,Bgy,,,,U,"2,011",,"1,930",,Pob.
203132019,Barangay III ,23132019,Bgy,,,,U,"2,197",,"2,188",,Pob.
203132020,Barangay IV ,23132020,Bgy,,,,U,"3,130",,"3,134",,Pob.
203132021,Salinungan East,23132021,Bgy,,,,R,"2,742",,"2,757",,
203132024,Salinungan West,23132024,Bgy,,,,U,"5,450",,"5,871",,
203132025,San Andres,23132025,Bgy,,,,R,"1,053",,937,,
203132026,San Antonio,23132026,Bgy,,,,R,"1,137",,"1,093",,
203132027,San Ignacio,23132027,Bgy,,,,R,"1,068",,"1,180",,
203132028,San Manuel,23132028,Bgy,,,,R,"1,727",,"1,918",,
203132029,San Marcos,23132029,Bgy,,,,R,"1,622",,"1,821",,
203132030,San Roque,23132030,Bgy,,,,R,"1,115",,"1,253",,
203132031,Sinamar Norte,23132031,Bgy,,,,R,"4,549",,"4,542",,
203132032,Sinamar Sur,23132032,Bgy,,,,R,"2,056",,"2,156",,
203132033,Victoria,23132033,Bgy,,,,R,"4,944",,"4,848",,
203132035,Villafuerte,23132035,Bgy,,,,R,"2,021",,"2,231",,
203132036,Villa Cruz,23132036,Bgy,,,,R,"1,327",,"1,334",,
203132037,Villa Magat,23132037,Bgy,,,,R,"1,059",,"1,061",,
203132038,Villa Gamiao,23132038,Bgy,Buyon,,,R,793,,797,,
203132039,Dagupan,23132039,Bgy,,,,R,"1,302",,"1,607",,
203132040,Daramuangan Norte,23132040,Bgy,,,,R,"1,956",,"1,995",,
203133000,San Pablo,23133000,Mun,,,2nd,,"25,384",,"26,320",,
203133001,Annanuman,23133001,Bgy,,,,R,"1,080",,"1,157",,
203133002,Auitan,23133002,Bgy,,,,R,"1,287",,"1,145",,
203133003,Ballacayu,23133003,Bgy,,,,R,"2,242",,"2,184",,
203133004,Binguang,23133004,Bgy,,,,R,"2,443",,"2,396",,
203133005,Bungad,23133005,Bgy,,,,R,"1,918",,"2,074",,
203133006,Dalena,23133006,Bgy,,,,R,"2,069",,"2,180",,
203133007,Caddangan/Limbauan,23133007,Bgy,,,,R,"1,614",,"1,646",,
203133008,Calamagui,23133008,Bgy,,,,R,"1,387",,"1,343",,
203133009,Caralucud,23133009,Bgy,,,,R,571,,710,,
203133010,Guminga,23133010,Bgy,,,,R,607,,656,,
203133011,Minanga Norte,23133011,Bgy,,,,R,"1,090",,"1,222",,
203133012,Minanga Sur,23133012,Bgy,,,,R,"1,300",,"1,391",,
203133013,San Jose,23133013,Bgy,,,,R,"1,402",,"1,444",,
203133014,Poblacion,23133014,Bgy,,,,R,890,,862,,
203133015,Simanu Norte,23133015,Bgy,,,,R,"2,360",,"2,575",,
203133016,Simanu Sur,23133016,Bgy,,,,R,883,,936,,
203133017,Tupa,23133017,Bgy,San Vicente,,,R,"2,241",,"2,399",,
203134000,Santa Maria,23134000,Mun,,,4th,,"25,382",,"25,758",,
203134001,Bangad,23134001,Bgy,,,,R,"2,760",,"2,932",,
203134002,Buenavista,23134002,Bgy,,,,R,784,,853,,
203134003,Calamagui North,23134003,Bgy,,,,R,"1,443",,"1,629",,
203134004,Calamagui East,23134004,Bgy,,,,R,934,,"1,033",,
203134005,Calamagui West,23134005,Bgy,,,,R,935,,926,,
203134007,Divisoria,23134007,Bgy,,,,R,963,,963,,
203134008,Lingaling,23134008,Bgy,,,,R,"1,108",,"1,140",,
203134009,Mozzozzin Sur,23134009,Bgy,,,,R,"1,721",,"1,925",,
203134010,Mozzozzin North,23134010,Bgy,,,,R,"1,201",,"1,058",,
203134011,Naganacan,23134011,Bgy,,,,R,"2,018",,"1,758",,
203134012,Poblacion 1,23134012,Bgy,,,,R,"1,586",,"1,576",,
203134013,Poblacion 2,23134013,Bgy,,,,R,598,,550,,
203134014,Poblacion 3,23134014,Bgy,,,,R,"2,144",,"2,187",,
203134015,Quinagabian,23134015,Bgy,,,,R,"1,262",,"1,179",,
203134016,San Antonio,23134016,Bgy,,,,R,"1,371",,"1,507",,
203134017,San Isidro East,23134017,Bgy,,,,R,"1,160",,"1,163",,
203134018,San Isidro West,23134018,Bgy,,,,R,"1,072",,"1,035",,
203134019,San Rafael West,23134019,Bgy,,,,R,763,,793,,
203134020,San Rafael East,23134020,Bgy,,,,R,623,,623,,
203134021,Villabuena,23134021,Bgy,,,,R,936,,928,,
203135000,City of Santiago,23135000,City,,ICC,1st,,"134,830",,"148,580",,
203135001,Abra,23135001,Bgy,,,,R,"1,756",,"1,946",,
203135002,Ambalatungan,23135002,Bgy,,,,R,"1,547",,"1,561",,
203135003,Balintocatoc,23135003,Bgy,,,,R,"3,777",,"4,629",,
203135004,Baluarte,23135004,Bgy,,,,U,"5,225",,"6,431",,
203135005,Bannawag Norte,23135005,Bgy,,,,R,"1,436",,"2,118",,
203135006,Batal,23135006,Bgy,,,,U,"8,461",,"9,009",,
203135007,Buenavista,23135007,Bgy,,,,U,"4,010",,"4,525",,
203135008,Cabulay,23135008,Bgy,,,,R,"3,320",,"3,565",,
203135009,Calao East ,23135009,Bgy,,,,U,"3,259",,"4,269",,Pob.
203135010,Calao West ,23135010,Bgy,,,,U,"1,411",,"1,183",,Pob.
203135011,Calaocan,23135011,Bgy,,,,U,"6,496",,"6,239",,
203135012,Villa Gonzaga,23135012,Bgy,,,,R,"1,723",,"2,117",,
203135013,Centro East ,23135013,Bgy,,,,U,"1,223",,905,,Pob.
203135014,Centro West ,23135014,Bgy,,,,U,"1,185",,"1,216",,Pob.
203135015,Divisoria,23135015,Bgy,,,,R,"4,373",,"4,214",,
203135016,Dubinan East,23135016,Bgy,,,,U,"1,888",,"2,304",,
203135017,Dubinan West,23135017,Bgy,,,,U,"3,103",,"3,188",,
203135018,Luna,23135018,Bgy,,,,R,"1,100",,"1,107",,
203135019,Mabini,23135019,Bgy,,,,U,"6,223",,"7,286",,
203135020,Malvar,23135020,Bgy,,,,U,"3,508",,"4,947",,
203135021,Nabbuan,23135021,Bgy,,,,R,"3,417",,"3,895",,
203135022,Naggasican,23135022,Bgy,,,,U,"5,560",,"5,986",,
203135023,Patul,23135023,Bgy,,,,U,"5,459",,"5,852",,
203135024,Plaridel,23135024,Bgy,,,,U,"6,245",,"7,377",,
203135025,Rizal,23135025,Bgy,,,,U,"13,803",,"14,362",,
203135026,Rosario,23135026,Bgy,,,,U,"11,441",,"12,399",,
203135027,Sagana,23135027,Bgy,,,,U,"4,473",,"5,554",,
203135028,Salvador,23135028,Bgy,,,,R,"1,991",,"2,094",,
203135029,San Andres,23135029,Bgy,,,,U,"1,747",,"2,141",,
203135030,San Isidro,23135030,Bgy,,,,R,"1,050",,"1,087",,
203135031,San Jose,23135031,Bgy,,,,R,"1,195",,"1,322",,
203135032,Sinili,23135032,Bgy,,,,R,"1,469",,"1,474",,
203135033,Sinsayon,23135033,Bgy,,,,U,"3,172",,"3,651",,
203135034,Santa Rosa,23135034,Bgy,,,,R,703,,772,,
203135035,Victory Norte,23135035,Bgy,,,,U,"4,707",,"4,250",,
203135036,Victory Sur,23135036,Bgy,,,,U,"2,348",,"2,170",,
203135037,Villasis,23135037,Bgy,,,,U,"1,026",,"1,435",,
203136000,Santo Tomas,23136000,Mun,,,4th,,"23,005",,"24,528",,
203136001,Ammugauan,23136001,Bgy,,,,R,571,,839,,
203136002,Antagan,23136002,Bgy,,,,R,491,,500,,
203136003,Bagabag,23136003,Bgy,,,,R,798,,895,,
203136004,Bagutari,23136004,Bgy,,,,R,"1,235",,"1,268",,
203136005,Balelleng,23136005,Bgy,,,,R,"1,791",,"1,985",,
203136006,Barumbong,23136006,Bgy,,,,R,"1,198",,"1,096",,
203136008,Bubug,23136008,Bgy,,,,R,"1,185",,"1,220",,
203136009,Bolinao-Culalabo,23136009,Bgy,,,,R,"1,612",,"1,851",,
203136010,Cañogan Abajo Norte,23136010,Bgy,,,,R,588,,726,,
203136013,Calinaoan Centro,23136013,Bgy,,,,R,703,,703,,
203136015,Calinaoan Malasin,23136015,Bgy,,,,R,442,,478,,
203136016,Calinaoan Norte,23136016,Bgy,,,,R,587,,613,,
203136017,Cañogan Abajo Sur,23136017,Bgy,,,,R,773,,666,,
203136018,Cañogan Alto,23136018,Bgy,,,,R,742,,919,,
203136019,Centro,23136019,Bgy,,,,R,"2,728",,"2,788",,
203136020,Colunguan,23136020,Bgy,,,,R,"1,184",,"1,161",,
203136021,Malapagay,23136021,Bgy,,,,R,347,,253,,
203136022,San Rafael Abajo,23136022,Bgy,,,,R,590,,667,,
203136023,San Rafael Alto,23136023,Bgy,,,,R,630,,675,,
203136024,San Roque,23136024,Bgy,,,,R,"1,026",,"1,198",,
203136025,San Vicente,23136025,Bgy,,,,R,"1,238",,"1,403",,
203136026,Uauang Tuliao,23136026,Bgy,,,,R,165,,113,,
203136027,Uauang Galicia,23136027,Bgy,,,,R,0,,0,,
203136029,Biga Occidental,23136029,Bgy,,,,R,744,,724,,
203136030,Biga Oriental,23136030,Bgy,,,,R,665,,717,,
203136031,Calanigan Norte,23136031,Bgy,,,,R,445,,480,,
203136032,Calanigan Sur,23136032,Bgy,,,,R,527,,590,,
203137000,Tumauini,23137000,Mun,,,1st,,"67,650",,"70,743",,
203137001,Annafunan,23137001,Bgy,,,,R,"1,754",,"2,021",,
203137002,Antagan I,23137002,Bgy,,,,R,"3,004",,"3,293",,
203137003,Antagan II,23137003,Bgy,,,,R,"1,537",,"1,562",,
203137005,Arcon,23137005,Bgy,,,,R,"2,178",,"2,185",,
203137007,Balug,23137007,Bgy,,,,R,"1,202",,"1,563",,
203137008,Banig,23137008,Bgy,,,,R,995,,"1,141",,
203137009,Bantug,23137009,Bgy,,,,R,"1,053",,"1,057",,
203137010,Bayabo East,23137010,Bgy,,,,R,"1,468",,"1,525",,
203137012,Caligayan,23137012,Bgy,,,,R,"1,763",,"1,653",,
203137013,Camasi,23137013,Bgy,,,,R,"2,390",,"2,467",,
203137014,Carpentero,23137014,Bgy,,,,R,"1,055",,"1,069",,
203137015,Compania,23137015,Bgy,,,,R,"1,254",,"1,375",,
