10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,,Status
907318021,Piwan,97318021,Bgy,,,,R,531,,502,,
907318022,Poblacion A,97318022,Bgy,,,,R,"1,755",,"1,923",,
907318023,Poblacion B,97318023,Bgy,,,,U,"2,351",,"2,587",,
907318024,Sigapod,97318024,Bgy,,,,R,"1,595",,"1,763",,
907318026,Timbaboy,97318026,Bgy,,,,R,"1,122",,"1,178",,
907318027,Tulbong,97318027,Bgy,,,,R,467,,513,,
907318028,Tuluan,97318028,Bgy,,,,R,884,,726,,
907318029,Pisompongan,97318029,Bgy,,,,R,"1,018",,"1,279",,
907318030,Cabaloran,97318030,Bgy,,,,R,"1,199",,"1,145",,
907318031,Dakayakan,97318031,Bgy,,,,R,299,,362,,
907318032,Duelic,97318032,Bgy,,,,R,"1,154",,"1,078",,
907318033,Dumalinao,97318033,Bgy,,,,R,644,,786,,
907318034,Ecuan,97318034,Bgy,,,,R,436,,432,,
907318035,Guinabot,97318035,Bgy,,,,R,671,,711,,
907318036,Guitalos,97318036,Bgy,,,,R,485,,679,,
907318038,Licuro-an,97318038,Bgy,,,,R,474,,509,,
907318039,Pawan,97318039,Bgy,,,,R,615,,558,,
907318040,Balonai,97318040,Bgy,,,,R,"1,509",,"1,115",,
907318041,Guma,97318041,Bgy,,,,R,783,,827,,
907318042,Pili,97318042,Bgy,,,,R,602,,506,,
907319000,Molave,97319000,Mun,,,1st,,"52,006",,"53,140",,
907319001,Alicia,97319001,Bgy,,,,R,"1,567",,"1,124",,
907319002,Ariosa,97319002,Bgy,,,,R,"1,143",,906,,
907319003,Bagong Argao,97319003,Bgy,,,,R,"1,371",,"1,260",,
907319005,Bagong Gutlang,97319005,Bgy,,,,R,790,,812,,
907319006,Blancia,97319006,Bgy,,,,U,"2,728",,"2,843",,
907319007,Bogo Capalaran,97319007,Bgy,,,,R,"2,236",,"2,609",,
907319008,Dalaon,97319008,Bgy,,,,R,"2,051",,"2,018",,
907319009,Dipolo,97319009,Bgy,,,,R,"2,894",,"3,158",,
907319010,Dontulan,97319010,Bgy,,,,R,581,,645,,
907319012,Gonosan,97319012,Bgy,,,,R,"1,405",,"1,393",,
907319014,Culo,97319014,Bgy,,,,U,"6,071",,"7,651",,
907319015,Lower Dimorok,97319015,Bgy,,,,R,964,,835,,
907319016,Lower Dimalinao,97319016,Bgy,,,,R,451,,535,,
907319017,Mabuhay,97319017,Bgy,,,,R,"1,391",,"1,691",,
907319018,Madasigon ,97319018,Bgy,,,,U,"5,030",,"4,833",,Pob.
907319019,Makuguihon ,97319019,Bgy,,,,U,"4,283",,"4,121",,Pob.
907319020,Maloloy-on ,97319020,Bgy,,,,U,"4,569",,"4,617",,Pob.
907319021,Miligan,97319021,Bgy,,,,R,"2,319",,"2,196",,
907319024,Parasan,97319024,Bgy,,,,R,"1,303",,"1,368",,
907319025,Rizal,97319025,Bgy,,,,R,"1,742",,"1,592",,
907319026,Santo Rosario,97319026,Bgy,,,,R,448,,370,,
907319027,Silangit,97319027,Bgy,,,,R,931,,715,,
907319028,Simata,97319028,Bgy,,,,R,"1,506",,"1,537",,
907319029,Sudlon,97319029,Bgy,,,,R,"3,184",,"3,241",,
907319030,Upper Dimorok,97319030,Bgy,,,,R,"1,048",,"1,070",,
907322000,City of Pagadian ,97322000,City,,CC,2nd,,"199,060",,"210,452",,Capital
907322001,Alegria,97322001,Bgy,,,,R,"1,116",,"1,237",,
907322002,Balangasan ,97322002,Bgy,,,,U,"14,384",,"15,006",,Pob.
907322003,Balintawak,97322003,Bgy,,,,U,"2,617",,"3,005",,
907322004,Baloyboan,97322004,Bgy,,,,R,921,,"1,167",,
907322005,Banale,97322005,Bgy,,,,U,"8,099",,"8,724",,
907322006,Bogo,97322006,Bgy,,,,R,"1,362",,"1,660",,
907322007,Bomba,97322007,Bgy,,,,R,"3,927",,"4,124",,
907322010,Buenavista,97322010,Bgy,,,,U,"6,589",,"9,217",,
907322011,Bulatok,97322011,Bgy,,,,U,"3,803",,"5,516",,
907322012,Bulawan,97322012,Bgy,,,,R,"1,192",,"1,237",,
907322013,Danlugan,97322013,Bgy,,,,U,"4,004",,"4,437",,
907322014,Dao,97322014,Bgy,,,,U,"5,818",,"6,479",,
907322015,Datagan,97322015,Bgy,,,,R,"1,456",,"1,542",,
907322016,Deborok,97322016,Bgy,,,,R,"1,249",,998,,
907322017,Ditoray,97322017,Bgy,,,,R,"1,087",,"1,135",,
907322018,Gatas ,97322018,Bgy,,,,U,"2,245",,"2,259",,Pob.
907322019,Gubac,97322019,Bgy,,,,R,"1,135",,"1,047",,
907322020,Gubang,97322020,Bgy,,,,R,"1,839",,"1,932",,
907322021,Kagawasan,97322021,Bgy,,,,R,"2,422",,"3,024",,
907322022,Kahayagan,97322022,Bgy,,,,R,"1,495",,"1,569",,
907322023,Kalasan,97322023,Bgy,,,,R,"1,587",,"1,604",,
907322024,La Suerte,97322024,Bgy,,,,R,"1,176",,838,,
907322025,Lala,97322025,Bgy,,,,R,"2,011",,"1,886",,
907322026,Lapidian,97322026,Bgy,,,,R,"1,636",,"1,602",,
907322027,Lenienza,97322027,Bgy,,,,U,"3,664",,"5,053",,
907322028,Lizon Valley,97322028,Bgy,,,,R,"3,002",,"2,862",,
907322029,Lourdes,97322029,Bgy,,,,R,"1,449",,"1,313",,
907322030,Lower Sibatang,97322030,Bgy,,,,R,"1,161",,959,,
907322031,Lumad,97322031,Bgy,,,,R,"1,290",,"1,492",,
907322032,Macasing,97322032,Bgy,,,,R,"1,772",,"1,890",,
907322033,Manga,97322033,Bgy,,,,R,"2,962",,"4,351",,
907322034,Muricay,97322034,Bgy,,,,R,"3,172",,"3,367",,
907322035,Napolan,97322035,Bgy,,,,U,"8,128",,"9,031",,
907322036,Palpalan,97322036,Bgy,,,,R,750,,774,,
907322037,Pedulonan,97322037,Bgy,,,,R,610,,401,,
907322038,Poloyagan,97322038,Bgy,,,,R,"3,107",,"3,246",,
907322039,San Francisco ,97322039,Bgy,,,,U,"3,243",,"3,091",,Pob.
907322040,San Jose ,97322040,Bgy,,,,U,"7,443",,"7,991",,Pob.
907322041,San Pedro ,97322041,Bgy,,,,U,"7,717",,"8,110",,Pob.
907322042,Santa Lucia ,97322042,Bgy,,,,U,"8,553",,"5,859",,Pob.
907322043,Santiago ,97322043,Bgy,,,,U,"3,292",,"3,125",,Pob.
907322044,Tawagan Sur,97322044,Bgy,,,,R,"2,377",,"2,529",,
907322045,Tiguma,97322045,Bgy,,,,U,"12,401",,"12,604",,
907322046,Tuburan ,97322046,Bgy,,,,U,"9,450",,"9,535",,Pob.
907322047,Tulawas,97322047,Bgy,,,,R,"1,260",,"1,321",,
907322048,Tulangan,97322048,Bgy,,,,R,838,,833,,
907322050,Upper Sibatang,97322050,Bgy,,,,R,982,,"1,024",,
907322051,White Beach,97322051,Bgy,,,,R,"1,635",,"2,052",,
907322052,Kawit,97322052,Bgy,,,,U,"8,381",,"9,510",,
907322053,Lumbia,97322053,Bgy,,,,U,"4,988",,"4,226",,
907322054,Santa Maria,97322054,Bgy,,,,U,"5,158",,"4,553",,
907322055,Santo Niño,97322055,Bgy,,,,U,"8,470",,"8,611",,
907322056,Dampalan,97322056,Bgy,,,,R,"1,050",,972,,
907322057,Dumagoc,97322057,Bgy,,,,U,"7,585",,"8,522",,
907323000,Ramon Magsaysay,97323000,Mun,Liargo,,4th*,,"26,606",,"27,280",,
907323001,Bagong Opon,97323001,Bgy,,,,R,550,,551,,
907323002,Bambong Daku,97323002,Bgy,,,,R,649,,715,,
907323003,Bambong Diut,97323003,Bgy,,,,R,595,,639,,
907323004,Bobongan,97323004,Bgy,,,,R,"1,284",,"1,302",,
907323005,Campo IV,97323005,Bgy,,,,R,"1,550",,"1,605",,
907323006,Campo V,97323006,Bgy,,,,R,899,,901,,
907323007,Caniangan,97323007,Bgy,,,,R,731,,808,,
907323008,Dipalusan,97323008,Bgy,,,,R,629,,646,,
907323009,Eastern Bobongan,97323009,Bgy,,,,R,915,,933,,
907323010,Esperanza,97323010,Bgy,,,,R,"2,039",,"2,110",,
907323011,Gapasan,97323011,Bgy,,,,R,"1,168",,"1,188",,
907323012,Katipunan,97323012,Bgy,,,,R,"1,543",,"1,596",,
907323013,Kauswagan,97323013,Bgy,,,,R,453,,460,,
907323014,Lower Sambulawan,97323014,Bgy,,,,R,507,,539,,
907323015,Mabini,97323015,Bgy,,,,R,438,,446,,
907323016,Magsaysay,97323016,Bgy,,,,R,954,,976,,
907323017,Malating,97323017,Bgy,,,,R,694,,704,,
907323018,Paradise,97323018,Bgy,,,,R,"1,079",,"1,090",,
907323019,Pasingkalan,97323019,Bgy,,,,R,"1,259",,"1,096",,
907323020,Poblacion,97323020,Bgy,,,,R,"2,873",,"3,114",,
907323023,San Fernando,97323023,Bgy,,,,R,557,,592,,
907323026,Santo Rosario,97323026,Bgy,,,,R,631,,661,,
907323027,Sapa Anding,97323027,Bgy,,,,R,"1,312",,"1,258",,
907323028,Sinaguing,97323028,Bgy,,,,R,952,,992,,
907323029,Switch,97323029,Bgy,,,,R,"1,283",,"1,334",,
907323030,Upper Laperian,97323030,Bgy,,,,R,682,,656,,
907323031,Wakat,97323031,Bgy,,,,R,380,,368,,
907324000,San Miguel,97324000,Mun,,,4th,,"19,205",,"19,838",,
907324002,Betinan,97324002,Bgy,,,,R,"1,562",,"1,734",,
907324003,Bulawan,97324003,Bgy,,,,R,965,,"1,006",,
907324004,Calube,97324004,Bgy,,,,R,707,,721,,
907324005,Concepcion,97324005,Bgy,,,,R,524,,567,,
907324007,Dao-an,97324007,Bgy,,,,R,"1,617",,"1,634",,
907324008,Dumalian,97324008,Bgy,,,,R,670,,708,,
907324009,Fatima,97324009,Bgy,,,,R,766,,773,,
907324012,Langilan,97324012,Bgy,,,,R,886,,921,,
907324013,Lantawan,97324013,Bgy,,,,R,875,,893,,
907324014,Laperian,97324014,Bgy,,,,R,492,,513,,
907324015,Libuganan,97324015,Bgy,,,,R,636,,652,,
907324016,Limonan,97324016,Bgy,,,,R,"1,937",,"2,041",,
907324017,Mati,97324017,Bgy,,,,R,"1,677",,"1,705",,
907324018,Ocapan,97324018,Bgy,,,,R,732,,763,,
907324019,Poblacion,97324019,Bgy,,,,R,"2,769",,"2,970",,
907324020,San Isidro,97324020,Bgy,,,,R,666,,688,,
907324021,Sayog,97324021,Bgy,,,,R,"1,289",,"1,102",,
907324022,Tapian,97324022,Bgy,,,,R,435,,447,,
907325000,San Pablo,97325000,Mun,,,4th*,,"26,106",,"26,648",,
907325001,Bag-ong Misamis,97325001,Bgy,,,,R,407,,433,,
907325002,Bubual,97325002,Bgy,,,,R,705,,722,,
907325003,Buton,97325003,Bgy,,,,R,223,,266,,
907325004,Culasian,97325004,Bgy,,,,R,"1,379",,"1,067",,
907325005,Daplayan,97325005,Bgy,,,,R,940,,988,,
907325006,Kalilangan,97325006,Bgy,,,,R,961,,995,,
907325007,Kapamanok,97325007,Bgy,,,,R,"1,431",,"1,321",,
907325008,Kondum,97325008,Bgy,,,,R,521,,508,,
907325009,Lumbayao,97325009,Bgy,,,,R,659,,639,,
907325010,Mabuhay,97325010,Bgy,,,,R,559,,560,,
907325011,Marcos Village,97325011,Bgy,,,,R,"1,361",,"1,385",,
907325012,Miasin,97325012,Bgy,,,,R,"1,001",,"1,030",,
907325013,Molansong,97325013,Bgy,,,,R,473,,510,,
907325014,Pantad,97325014,Bgy,,,,R,"1,412",,"1,478",,
907325015,Pao,97325015,Bgy,,,,R,725,,758,,
907325016,Payag,97325016,Bgy,,,,R,"1,148",,"1,190",,
907325017,Poblacion,97325017,Bgy,San Pablo,,,R,"3,734",,"3,770",,
907325018,Pongapong,97325018,Bgy,,,,R,855,,994,,
907325020,Sagasan,97325020,Bgy,,,,R,"1,024",,"1,094",,
907325021,Sacbulan,97325021,Bgy,,,,R,844,,925,,
907325022,Senior,97325022,Bgy,,,,R,417,,375,,
907325023,Songgoy,97325023,Bgy,,,,R,794,,830,,
907325024,Tandubuay,97325024,Bgy,,,,R,"1,554",,"1,668",,
907325025,Ticala Island,97325025,Bgy,,,,R,531,,503,,
907325026,Taniapan,97325026,Bgy,,,,R,"1,191",,"1,312",,
907325027,Tubo-pait,97325027,Bgy,,,,R,415,,436,,
907325028,Villakapa,97325028,Bgy,,,,R,485,,488,,
907325029,San Juan,97325029,Bgy,,,,R,357,,403,,
907327000,Tabina,97327000,Mun,,,4th,,"25,061",,"25,734",,
907327001,Abong-abong,97327001,Bgy,,,,R,"2,136",,"2,148",,
907327002,Baganian,97327002,Bgy,,,,R,"3,121",,"3,143",,
907327003,Baya-baya,97327003,Bgy,,,,R,"1,190",,"1,219",,
907327004,Capisan,97327004,Bgy,,,,R,744,,785,,
907327005,Concepcion,97327005,Bgy,,,,R,"1,185",,"1,202",,
907327006,Culabay,97327006,Bgy,,,,R,"1,899",,"1,933",,
907327008,Lumbia,97327008,Bgy,,,,R,769,,775,,
907327009,Mabuhay,97327009,Bgy,,,,R,"1,878",,"1,899",,
907327010,Malim,97327010,Bgy,,,,R,"2,820",,"2,840",,
907327011,Manikaan,97327011,Bgy,,,,R,987,,996,,
907327012,New Oroquieta,97327012,Bgy,,,,R,718,,725,,
907327013,Poblacion,97327013,Bgy,,,,U,"5,392",,"5,786",,
907327014,San Francisco,97327014,Bgy,,,,R,720,,756,,
907327015,Tultolan,97327015,Bgy,,,,R,673,,686,,
907327016,Doña Josefina,97327016,Bgy,,,,R,829,,841,,
907328000,Tambulig,97328000,Mun,,,4th*,,"36,160",,"37,480",,
907328001,Alang-alang,97328001,Bgy,,,,R,"1,266",,"1,206",,
907328002,Bag-ong Kauswagan,97328002,Bgy,,,,R,672,,711,,
907328004,Bag-ong Tabogon,97328004,Bgy,,,,R,449,,469,,
907328005,Balugo,97328005,Bgy,,,,R,"1,378",,"1,424",,
907328006,Fabian,97328006,Bgy,Balucot,,,R,"1,341",,"1,509",,
907328007,Cabgan,97328007,Bgy,,,,R,"1,884",,"1,659",,
907328008,Calolot,97328008,Bgy,,,,R,"1,624",,"1,640",,
907328010,Dimalinao,97328010,Bgy,,,,R,403,,447,,
907328012,Gabunon,97328012,Bgy,,,,R,"1,875",,"2,121",,
907328013,Happy Valley ,97328013,Bgy,,,,R,"2,372",,"2,151",,Pob.
907328015,Libato,97328015,Bgy,,,,R,712,,715,,
907328016,Limamawan,97328016,Bgy,,,,R,710,,773,,
907328019,Lower Liasan,97328019,Bgy,,,,R,406,,387,,
907328020,Lower Lodiong ,97328020,Bgy,,,,R,"1,841",,"2,045",,Pob.
907328021,Lower Tiparak,97328021,Bgy,,,,R,"1,807",,"1,850",,
907328022,Lower Usogan,97328022,Bgy,,,,R,814,,932,,
907328024,Maya-maya,97328024,Bgy,,,,R,331,,300,,
907328027,New Village ,97328027,Bgy,,,,R,"1,920",,"1,982",,Pob.
907328029,Pelocoban,97328029,Bgy,,,,R,603,,644,,
907328030,Riverside ,97328030,Bgy,,,,R,"1,839",,"1,898",,Pob.
907328031,Sagrada Familia,97328031,Bgy,,,,R,896,,924,,
907328032,San Jose,97328032,Bgy,,,,R,641,,640,,
907328034,Sumalig,97328034,Bgy,,,,R,"2,767",,"2,905",,
907328036,Tuluan,97328036,Bgy,,,,R,957,,"1,031",,
907328037,Tungawan,97328037,Bgy,,,,R,"1,828",,"1,848",,
907328039,Upper Liason,97328039,Bgy,,,,R,395,,414,,
907328040,Upper Lodiong,97328040,Bgy,,,,R,335,,372,,
907328041,Upper Tiparak,97328041,Bgy,,,,R,"1,691",,"1,756",,
907328042,Angeles,97328042,Bgy,,,,R,753,,854,,
907328043,Kapalaran,97328043,Bgy,,,,R,996,,"1,075",,
907328044,San Vicente,97328044,Bgy,,,,R,654,,798,,
907330000,Tukuran,97330000,Mun,,,4th*,,"39,820",,"42,429",,
907330001,Alindahaw,97330001,Bgy,,,,R,"1,864",,"2,211",,
907330002,Baclay,97330002,Bgy,,,,R,"1,534",,"1,501",,
907330005,Balimbingan,97330005,Bgy,,,,R,282,,299,,
907330006,Buenasuerte,97330006,Bgy,,,,R,778,,819,,
907330007,Camanga,97330007,Bgy,,,,R,"2,109",,"2,469",,
907330008,Curvada,97330008,Bgy,,,,R,"1,817",,"2,091",,
907330009,Laperian,97330009,Bgy,,,,R,"1,716",,"1,888",,
907330010,Libertad,97330010,Bgy,,,,R,678,,597,,
907330011,Lower Bayao,97330011,Bgy,,,,R,824,,872,,
907330012,Luy-a,97330012,Bgy,,,,R,731,,745,,
907330013,Manilan,97330013,Bgy,,,,R,524,,655,,
907330014,Manlayag,97330014,Bgy,,,,R,749,,913,,
907330015,Militar,97330015,Bgy,,,,R,"2,019",,"2,328",,
907330016,Navalan,97330016,Bgy,,,,R,"2,224",,"2,513",,
907330019,Panduma Senior,97330019,Bgy,,,,R,"2,974",,"2,995",,
907330020,Sambulawan,97330020,Bgy,,,,R,"1,298",,"1,378",,
907330021,San Antonio,97330021,Bgy,,,,R,486,,545,,
907330022,San Carlos ,97330022,Bgy,,,,R,"2,901",,"3,063",,Pob.
907330023,Santo Niño ,97330023,Bgy,,,,U,"7,991",,"7,731",,Pob.
907330024,Santo Rosario,97330024,Bgy,,,,R,358,,265,,
907330025,Sugod,97330025,Bgy,,,,R,"1,276",,"1,484",,
907330026,Tabuan,97330026,Bgy,,,,R,"1,670",,"1,808",,
907330027,Tagulo,97330027,Bgy,,,,R,932,,969,,
907330028,Tinotungan,97330028,Bgy,,,,R,"1,139",,"1,251",,
907330029,Upper Bayao,97330029,Bgy,,,,R,946,,"1,039",,
931700000,City of Zamboanga,97332000,City,,HUC,1st,,"861,799",,"977,234",,
931700001,Arena Blanco,97332001,Bgy,,,,U,"12,589",,"13,671",,
931700002,Ayala,97332002,Bgy,,,,U,"22,547",,"26,658",,
931700004,Baliwasan,97332004,Bgy,,,,U,"25,042",,"17,932",,
931700005,Baluno,97332005,Bgy,,,,R,"3,155",,"3,865",,
931700010,Boalan,97332010,Bgy,,,,U,"8,696",,"11,541",,
931700011,Bolong,97332011,Bgy,,,,U,"6,460",,"8,068",,
931700012,Buenavista,97332012,Bgy,,,,U,"6,485",,"8,154",,
931700013,Bunguiao,97332013,Bgy,,,,U,"7,287",,"7,952",,
931700014,Busay,97332014,Bgy,Sacol Island,,,R,"3,359",,"2,290",,
931700015,Cabaluay,97332015,Bgy,,,,U,"6,350",,"8,849",,
931700016,Cabatangan,97332016,Bgy,,,,U,"13,680",,"17,812",,
931700017,Cacao,97332017,Bgy,,,,R,"1,347",,"1,311",,
931700018,Calabasa,97332018,Bgy,,,,R,"3,222",,"2,936",,
931700019,Calarian,97332019,Bgy,,,,U,"28,899",,"33,563",,
931700020,Campo Islam,97332020,Bgy,,,,U,"12,552",,"11,730",,
931700021,Canelar,97332021,Bgy,,,,U,"11,100",,"10,512",,
931700022,Cawit,97332022,Bgy,,,,U,"9,249",,"10,244",,
931700023,Culianan,97332023,Bgy,,,,U,"8,318",,"10,851",,
931700024,Curuan,97332024,Bgy,,,,U,"8,796",,"11,954",,
931700025,Dita,97332025,Bgy,,,,R,"2,085",,"2,028",,
931700026,Divisoria,97332026,Bgy,,,,U,"9,218",,"13,172",,
931700027,Dulian,97332027,Bgy,Upper Bunguiao,,,R,"2,570",,"2,569",,
931700028,Dulian,97332028,Bgy,Upper Pasonanca,,,R,"1,325",,"1,489",,
931700030,Guisao,97332030,Bgy,,,,R,"3,398",,"2,583",,
931700031,Guiwan,97332031,Bgy,,,,U,"14,302",,"13,231",,
931700032,La Paz,97332032,Bgy,,,,U,"7,557",,"8,724",,
931700033,Labuan,97332033,Bgy,,,,U,"11,457",,"16,095",,
931700034,Lamisahan,97332034,Bgy,,,,R,"2,289",,"2,764",,
931700035,Landang Gua,97332035,Bgy,,,,R,"2,993",,"3,154",,
931700036,Landang Laum,97332036,Bgy,,,,R,"4,768",,"3,095",,
931700037,Lanzones,97332037,Bgy,,,,R,"3,287",,"3,689",,
931700038,Lapakan,97332038,Bgy,,,,R,"1,378",,"1,868",,
931700039,Latuan,97332039,Bgy,Curuan,,,R,"2,457",,"2,615",,
931700040,Limaong,97332040,Bgy,,,,R,"4,000",,"4,766",,
931700041,Limpapa,97332041,Bgy,,,,U,"5,782",,"6,060",,
931700042,Lubigan,97332042,Bgy,,,,R,"2,945",,"3,249",,
931700043,Lumayang,97332043,Bgy,,,,R,"1,471",,"1,999",,
931700044,Lumbangan,97332044,Bgy,,,,R,"3,235",,"4,461",,
931700045,Lunzuran,97332045,Bgy,,,,U,"9,931",,"13,232",,
931700046,Maasin,97332046,Bgy,,,,U,"8,958",,"9,267",,
931700047,Malagutay,97332047,Bgy,,,,U,"6,657",,"8,265",,
931700048,Mampang,97332048,Bgy,,,,U,"34,312",,"31,975",,
931700049,Manalipa,97332049,Bgy,,,,R,"2,143",,"2,588",,
931700050,Mangusu,97332050,Bgy,,,,U,"4,783",,"5,608",,
931700051,Manicahan,97332051,Bgy,,,,U,"10,081",,"11,999",,
931700052,Mariki,97332052,Bgy,,,,U,"1,775",,"6,310",,
931700053,Mercedes,97332053,Bgy,,,,U,"14,721",,"22,321",,
931700054,Muti,97332054,Bgy,,,,R,"2,983",,"3,420",,
931700055,Pamucutan,97332055,Bgy,,,,R,"4,059",,"4,404",,
931700056,Pangapuyan,97332056,Bgy,,,,R,590,,767,,
931700057,Panubigan,97332057,Bgy,,,,R,"1,610",,982,,
931700058,Pasilmanta,97332058,Bgy,Sacol Island,,,R,"2,122",,"3,138",,
931700059,Pasonanca,97332059,Bgy,,,,U,"27,374",,"27,215",,
931700060,Patalon,97332060,Bgy,,,,U,"8,128",,"11,127",,
931700061,Barangay Zone I ,97332061,Bgy,,,,U,"4,112",,"4,806",,Pob.
931700062,Barangay Zone II ,97332062,Bgy,,,,U,"2,143",,"1,802",,Pob.
931700063,Barangay Zone III ,97332063,Bgy,,,,U,"1,519",,"1,146",,Pob.
931700064,Barangay Zone IV ,97332064,Bgy,,,,U,"1,309",,"1,174",,Pob.
931700065,Putik,97332065,Bgy,,,,U,"19,681",,"22,271",,
931700066,Quiniput,97332066,Bgy,,,,R,"3,329",,"4,015",,
931700067,Recodo,97332067,Bgy,,,,U,"17,395",,"23,254",,
931700068,Rio Hondo,97332068,Bgy,,,,U,"3,326",,"8,827",,
931700069,Salaan,97332069,Bgy,,,,R,"4,073",,"3,623",,
931700070,San Jose Cawa-cawa,97332070,Bgy,,,,U,"6,173",,"4,292",,
931700071,San Jose Gusu,97332071,Bgy,,,,U,"16,723",,"16,260",,
931700072,San Roque,97332072,Bgy,,,,U,"27,889",,"28,829",,
931700073,Sangali,97332073,Bgy,,,,U,"20,766",,"26,758",,
931700074,Santa Barbara,97332074,Bgy,,,,U,"4,762",,"6,711",,
931700075,Santa Catalina,97332075,Bgy,,,,U,"17,294",,"16,644",,
931700076,Santa Maria,97332076,Bgy,,,,U,"25,185",,"24,133",,
931700077,Santo Niño,97332077,Bgy,,,,U,"4,129",,"3,888",,
931700078,Sibulao,97332078,Bgy,Caruan,,,R,"4,244",,"4,167",,
931700079,Sinubung,97332079,Bgy,,,,R,"4,689",,"3,601",,
931700080,Sinunoc,97332080,Bgy,,,,U,"16,507",,"22,918",,
931700081,Tagasilay,97332081,Bgy,,,,R,"2,971",,"3,998",,
931700082,Taguiti,97332082,Bgy,,,,R,"1,460",,"1,328",,
931700083,Talabaan,97332083,Bgy,,,,U,"5,340",,"5,907",,
931700084,Talisayan,97332084,Bgy,,,,U,"8,220",,"11,428",,
931700085,Talon-talon,97332085,Bgy,,,,U,"34,916",,"37,350",,
931700086,Taluksangay,97332086,Bgy,,,,U,"10,237",,"9,437",,
931700087,Tetuan,97332087,Bgy,,,,U,"29,785",,"29,621",,
931700088,Tictapul,97332088,Bgy,,,,R,"3,817",,"3,527",,
931700089,Tigbalabag,97332089,Bgy,,,,R,"1,803",,"2,109",,
931700090,Tigtabon,97332090,Bgy,,,,U,"5,292",,"5,365",,
931700091,Tolosa,97332091,Bgy,,,,R,"2,773",,"3,859",,
931700092,Tugbungan,97332092,Bgy,,,,U,"23,837",,"26,538",,
931700093,Tulungatung,97332093,Bgy,,,,U,"9,246",,"11,741",,
931700094,Tumaga,97332094,Bgy,,,,U,"30,824",,"33,399",,
931700095,Tumalutab,97332095,Bgy,,,,R,"2,417",,"3,436",,
931700096,Tumitus,97332096,Bgy,,,,R,"3,026",,"2,731",,
931700097,Vitali,97332097,Bgy,,,,U,"9,406",,"10,716",,
931700098,Capisan,97332098,Bgy,,,,R,"1,408",,"1,488",,
931700099,Camino Nuevo,97332099,Bgy,,,,U,"7,739",,"7,421",,
931700100,Licomo,97332100,Bgy,,,,U,"5,317",,"5,888",,
931700101,Kasanyangan,97332101,Bgy,,,,U,"14,114",,"28,819",,
931700102,Pasobolong,97332102,Bgy,,,,U,"3,758",,"5,624",,
931700103,Victoria,97332103,Bgy,,,,R,"2,802",,"3,393",,
931700104,Zambowood,97332104,Bgy,,,,U,"10,166",,"12,870",,
907333000,Lakewood,97333000,Mun,,,4th,,"20,374",,"21,559",,
907333001,Baking,97333001,Bgy,,,,R,"1,493",,"1,568",,
907333002,Bagong Kahayag,97333002,Bgy,,,,R,"1,884",,"1,938",,
907333003,Biswangan,97333003,Bgy,,,,R,"1,713",,"1,924",,
907333004,Bululawan,97333004,Bgy,,,,R,"1,265",,"1,291",,
907333005,Dagum,97333005,Bgy,,,,R,419,,530,,
907333006,Gasa,97333006,Bgy,,,,R,545,,713,,
907333007,Gatub,97333007,Bgy,,,,R,"1,204",,"1,240",,
907333008,Poblacion,97333008,Bgy,Lakewood,,,U,"5,135",,"5,260",,
907333009,Lukuan,97333009,Bgy,,,,R,453,,504,,
907333010,Matalang,97333010,Bgy,,,,R,678,,719,,
907333011,Sapang Pinoles,97333011,Bgy,,,,R,693,,724,,
907333012,Sebuguey,97333012,Bgy,,,,R,689,,741,,
907333013,Tiwales,97333013,Bgy,,,,R,584,,612,,
907333014,Tubod,97333014,Bgy,,,,R,"3,619",,"3,795",,
907337000,Josefina,97337000,Mun,,,5th*,,"11,799",,"12,205",,
907337001,Bogo Calabat,97337001,Bgy,,,,R,"1,170",,"1,230",,
907337002,Dawa,97337002,Bgy,Diwa,,,R,"1,014",,"1,020",,
907337003,Ebarle,97337003,Bgy,,,,R,507,,515,,
907337004,Upper Bagong Tudela ,97337004,Bgy,,,,R,"1,700",,"1,725",,Pob.
907337005,Leonardo,97337005,Bgy,,,,R,825,,900,,
907337006,Litapan,97337006,Bgy,,,,R,799,,845,,
907337007,Lower Bagong Tudela,97337007,Bgy,,,,R,300,,310,,
907337008,Mansanas,97337008,Bgy,,,,R,930,,945,,
907337009,Moradji,97337009,Bgy,,,,R,520,,545,,
907337010,Nemeño,97337010,Bgy,,,,R,507,,533,,
907337011,Nopulan,97337011,Bgy,,,,R,"1,020",,"1,070",,
907337012,Sebukang,97337012,Bgy,,,,R,447,,460,,
907337013,Tagaytay Hill,97337013,Bgy,,,,R,241,,245,,
907337014,Gumahan ,97337014,Bgy,,,,R,"1,819",,"1,862",,Pob.
907338000,Pitogo,97338000,Mun,,,4th,,"27,057",,"27,516",,
907338001,Balabawan,97338001,Bgy,,,,R,"1,166",,"1,282",,
907338002,Balong-balong,97338002,Bgy,,,,R,"1,367",,"1,375",,
907338003,Colojo,97338003,Bgy,,,,R,463,,474,,
907338004,Liasan,97338004,Bgy,,,,R,927,,"1,062",,
907338005,Liguac,97338005,Bgy,,,,R,920,,788,,
907338006,Limbayan,97338006,Bgy,,,,R,"1,129",,"1,213",,
907338007,Lower Paniki-an,97338007,Bgy,,,,R,"1,255",,"1,383",,
