"10-digit PSGC","Name","Correspondence Code","Geographic Level","Old names","City Class","Income
Classification","Urban / Rural
(based on 2020 CPH)","2015 Population","","2020 Population","","Status"
"0102926009","Danuman East","012926009","Bgy","","","","R","  436 ","","  453 ","",""
"0102926010","Danuman West","012926010","Bgy","","","","R","  639 ","","  620 ","",""
"0102926011","Dunglayan","012926011","Bgy","","","","R","  837 ","","  750 ","",""
"0102926012","Gusing","012926012","Bgy","","","","R","  1,153 ","","  1,134 ","",""
"0102926013","Langaoan","012926013","Bgy","","","","R","  678 ","","  653 ","",""
"0102926014","Laslasong Norte","012926014","Bgy","","","","R","  960 ","","  917 ","",""
"0102926015","Laslasong Sur","012926015","Bgy","","","","R","  630 ","","  835 ","",""
"0102926016","Laslasong West","012926016","Bgy","","","","R","  190 ","","  236 ","",""
"0102926017","Lesseb","012926017","Bgy","","","","R","  209 ","","  194 ","",""
"0102926018","Lingsat","012926018","Bgy","","","","R","  2,057 ","","  2,147 ","",""
"0102926019","Lubong","012926019","Bgy","","","","R","  960 ","","  1,072 ","",""
"0102926020","Maynganay Norte","012926020","Bgy","","","","R","  868 ","","  877 ","",""
"0102926021","Maynganay Sur","012926021","Bgy","","","","U","  817 ","","  832 ","",""
"0102926022","Nagsayaoan","012926022","Bgy","","","","R","  787 ","","  845 ","",""
"0102926023","Nagtupacan","012926023","Bgy","","","","R","  778 ","","  874 ","",""
"0102926024","Nalvo","012926024","Bgy","","","","R","  1,500 ","","  1,456 ","",""
"0102926027","Pacang","012926027","Bgy","","","","R","  711 ","","  672 ","",""
"0102926028","Penned","012926028","Bgy","","","","R","  193 ","","  221 ","",""
"0102926029","Poblacion Norte","012926029","Bgy","","","","U","  1,186 ","","  1,215 ","",""
"0102926030","Poblacion Sur","012926030","Bgy","","","","U","  2,028 ","","  2,177 ","",""
"0102926031","Silag","012926031","Bgy","","","","R","  1,399 ","","  1,414 ","",""
"0102926032","Sumagui","012926032","Bgy","","","","R","  261 ","","  265 ","",""
"0102926033","Suso","012926033","Bgy","","","","R","  2,626 ","","  2,002 ","",""
"0102926034","Tangaoan","012926034","Bgy","","","","R","  1,203 ","","  1,207 ","",""
"0102926035","Tinaan","012926035","Bgy","","","","R","  1,035 ","","  937 ","",""
"0102927000","Santiago","012927000","Mun","","","4th","","  18,759 ","","  19,471 ","",""
"0102927001","Al-aludig","012927001","Bgy","","","","R","  872 ","","  871 ","",""
"0102927002","Ambucao","012927002","Bgy","","","","R","  1,709 ","","  1,713 ","",""
"0102927003","San Jose","012927003","Bgy","Baraoas","","","R","  291 ","","  298 ","",""
"0102927004","Baybayabas","012927004","Bgy","","","","R","  566 ","","  614 ","",""
"0102927005","Bigbiga","012927005","Bgy","","","","U","  655 ","","  638 ","",""
"0102927006","Bulbulala","012927006","Bgy","","","","R","  548 ","","  610 ","",""
"0102927007","Busel-busel","012927007","Bgy","","","","R","  493 ","","  530 ","",""
"0102927008","Butol","012927008","Bgy","","","","R","  998 ","","  1,103 ","",""
"0102927009","Caburao","012927009","Bgy","","","","R","  1,371 ","","  1,392 ","",""
"0102927010","Dan-ar","012927010","Bgy","","","","R","  1,935 ","","  2,006 ","",""
"0102927011","Gabao","012927011","Bgy","","","","R","  813 ","","  896 ","",""
"0102927012","Guinabang","012927012","Bgy","","","","R","  300 ","","  302 ","",""
"0102927013","Imus","012927013","Bgy","","","","R","  299 ","","  309 ","",""
"0102927014","Lang-ayan","012927014","Bgy","","","","R","  373 ","","  402 ","",""
"0102927015","Mambug","012927015","Bgy","","","","R","  1,200 ","","  1,168 ","",""
"0102927016","Nalasin","012927016","Bgy","","","","R","  588 ","","  568 ","",""
"0102927017","Olo-olo Norte","012927017","Bgy","","","","R","  941 ","","  986 ","",""
"0102927018","Olo-olo Sur","012927018","Bgy","","","","R","  408 ","","  452 ","",""
"0102927019","Poblacion Norte","012927019","Bgy","","","","R","  402 ","","  396 ","",""
"0102927020","Poblacion Sur","012927020","Bgy","","","","R","  496 ","","  495 ","",""
"0102927021","Sabangan","012927021","Bgy","","","","U","  1,203 ","","  1,341 ","",""
"0102927022","Salincub","012927022","Bgy","","","","R","  839 ","","  868 ","",""
"0102927023","San Roque","012927023","Bgy","","","","R","  839 ","","  881 ","",""
"0102927024","Ubbog","012927024","Bgy","","","","R","  620 ","","  632 ","",""
"0102928000","Santo Domingo","012928000","Mun","","","3rd","","  27,975 ","","  29,041 ","",""
"0102928001","Binalayangan","012928001","Bgy","","","","R","  269 ","","  314 ","",""
"0102928002","Binongan","012928002","Bgy","","","","R","  658 ","","  697 ","",""
"0102928003","Borobor","012928003","Bgy","","","","R","  485 ","","  539 ","",""
"0102928004","Cabaritan","012928004","Bgy","","","","R","  1,067 ","","  1,273 ","",""
"0102928005","Cabigbigaan","012928005","Bgy","","","","R","  575 ","","  612 ","",""
"0102928006","Calautit","012928006","Bgy","","","","R","  1,158 ","","  1,127 ","",""
"0102928007","Calay-ab","012928007","Bgy","","","","R","  821 ","","  860 ","",""
"0102928008","Camestizoan","012928008","Bgy","","","","R","  1,032 ","","  1,159 ","",""
"0102928009","Casili","012928009","Bgy","","","","R","  331 ","","  388 ","",""
"0102928010","Flora","012928010","Bgy","","","","R","  559 ","","  552 ","",""
"0102928011","Lagatit","012928011","Bgy","","","","R","  917 ","","  1,027 ","",""
"0102928012","Laoingen","012928012","Bgy","","","","R","  1,351 ","","  1,384 ","",""
"0102928013","Lussoc","012928013","Bgy","","","","R","  1,152 ","","  1,087 ","",""
"0102928014","Nalasin","012928014","Bgy","","","","R","  1,378 ","","  1,320 ","",""
"0102928015","Nagbettedan","012928015","Bgy","","","","R","  705 ","","  753 ","",""
"0102928016","Naglaoa-an","012928016","Bgy","","","","R","  867 ","","  922 ","",""
"0102928017","Nambaran","012928017","Bgy","","","","R","  1,383 ","","  1,321 ","",""
"0102928018","Nanerman","012928018","Bgy","","","","R","  527 ","","  560 ","",""
"0102928019","Napo","012928019","Bgy","","","","R","  554 ","","  517 ","",""
"0102928020","Padu Chico","012928020","Bgy","","","","R","  1,032 ","","  993 ","",""
"0102928021","Padu Grande","012928021","Bgy","","","","R","  289 ","","  312 ","",""
"0102928022","Paguraper","012928022","Bgy","","","","R","  472 ","","  549 ","",""
"0102928023","Panay","012928023","Bgy","","","","R","  178 ","","  230 ","",""
"0102928024","Pangpangdan","012928024","Bgy","","","","R","  557 ","","  632 ","",""
"0102928025","Parada","012928025","Bgy","","","","R","  764 ","","  689 ","",""
"0102928026","Paras","012928026","Bgy","","","","R","  690 ","","  728 ","",""
"0102928027","Poblacion","012928027","Bgy","","","","U","  896 ","","  813 ","",""
"0102928030","Puerta Real","012928030","Bgy","","","","R","  845 ","","  894 ","",""
"0102928031","Pussuac","012928031","Bgy","","","","R","  1,079 ","","  1,159 ","",""
"0102928032","Quimmarayan","012928032","Bgy","","","","R","  1,135 ","","  1,171 ","",""
"0102928033","San Pablo","012928033","Bgy","","","","U","  878 ","","  967 ","",""
"0102928034","Santa Cruz","012928034","Bgy","","","","R","  605 ","","  647 ","",""
"0102928035","Santo Tomas","012928035","Bgy","","","","R","  439 ","","  438 ","",""
"0102928036","Sived","012928036","Bgy","","","","R","  796 ","","  885 ","",""
"0102928038","Vacunero","012928038","Bgy","","","","U","  1,121 ","","  1,156 ","",""
"0102928039","Suksukit","012928039","Bgy","","","","R","  410 ","","  366 ","",""
"0102929000","Sigay","012929000","Mun","","","5th","","  2,737 ","","  2,552 ","",""
"0102929001","Abaccan","012929001","Bgy","","","","R","  254 ","","  212 ","",""
"0102929002","Mabileg","012929002","Bgy","","","","R","  327 ","","  315 ","",""
"0102929003","Matallucod","012929003","Bgy","","","","R","  278 ","","  225 ","",""
"0102929004","Poblacion","012929004","Bgy","Madayaw","","","R","  335 ","","  305 ","",""
"0102929005","San Elias","012929005","Bgy","","","","R","  481 ","","  465 ","",""
"0102929006","San Ramon","012929006","Bgy","","","","R","  601 ","","  537 ","",""
"0102929007","Santo Rosario","012929007","Bgy","","","","R","  461 ","","  493 ","",""
"0102930000","Sinait","012930000","Mun","","","3rd","","  25,640 ","","  25,998 ","",""
"0102930001","Aguing","012930001","Bgy","","","","R","  321 ","","  326 ","",""
"0102930002","Ballaigui ","012930002","Bgy","","","","R","  649 ","","  573 ","","Pob."
"0102930003","Baliw","012930003","Bgy","","","","R","  233 ","","  200 ","",""
"0102930004","Baracbac","012930004","Bgy","","","","R","  734 ","","  730 ","",""
"0102930005","Barikir","012930005","Bgy","","","","R","  429 ","","  493 ","",""
"0102930006","Battog","012930006","Bgy","","","","R","  483 ","","  503 ","",""
"0102930007","Binacud","012930007","Bgy","","","","R","  319 ","","  295 ","",""
"0102930008","Cabangtalan","012930008","Bgy","","","","R","  513 ","","  536 ","",""
"0102930009","Cabarambanan","012930009","Bgy","","","","R","  364 ","","  360 ","",""
"0102930010","Cabulalaan","012930010","Bgy","","","","R","  319 ","","  314 ","",""
"0102930011","Cadanglaan","012930011","Bgy","","","","R","  340 ","","  330 ","",""
"0102930012","Calingayan","012930012","Bgy","","","","R","  270 ","","  271 ","",""
"0102930013","Curtin","012930013","Bgy","","","","R","  332 ","","  318 ","",""
"0102930014","Dadalaquiten Norte","012930014","Bgy","","","","R","  783 ","","  803 ","",""
"0102930015","Dadalaquiten Sur","012930015","Bgy","","","","R","  760 ","","  895 ","",""
"0102930016","Duyayyat","012930016","Bgy","","","","R","  503 ","","  441 ","",""
"0102930017","Jordan","012930017","Bgy","","","","R","  522 ","","  599 ","",""
"0102930018","Calanutian","012930018","Bgy","","","","R","  569 ","","  521 ","",""
"0102930019","Katipunan","012930019","Bgy","","","","R","  994 ","","  1,004 ","",""
"0102930020","Macabiag ","012930020","Bgy","","","","R","  812 ","","  885 ","","Pob."
"0102930021","Magsaysay","012930021","Bgy","","","","R","  639 ","","  608 ","",""
"0102930022","Marnay","012930022","Bgy","","","","R","  361 ","","  382 ","",""
"0102930023","Masadag","012930023","Bgy","","","","R","  608 ","","  628 ","",""
"0102930024","Nagcullooban","012930024","Bgy","","","","R","  433 ","","  438 ","",""
"0102930025","Nagbalioartian","012930025","Bgy","","","","R","  512 ","","  524 ","",""
"0102930026","Nagongburan","012930026","Bgy","","","","R","  386 ","","  359 ","",""
"0102930027","Namnama ","012930027","Bgy","","","","U","  746 ","","  725 ","","Pob."
"0102930028","Pacis","012930028","Bgy","","","","R","  664 ","","  693 ","",""
"0102930029","Paratong","012930029","Bgy","","","","R","  1,452 ","","  1,455 ","",""
"0102930030","Dean Leopoldo Yabes","012930030","Bgy","Pug-os","","","R","  1,611 ","","  1,648 ","",""
"0102930031","Purag","012930031","Bgy","","","","R","  497 ","","  574 ","",""
"0102930032","Quibit-quibit","012930032","Bgy","","","","R","  394 ","","  397 ","",""
"0102930033","Quimmallogong","012930033","Bgy","","","","R","  352 ","","  378 ","",""
"0102930034","Rang-ay ","012930034","Bgy","","","","R","  546 ","","  503 ","","Pob."
"0102930035","Ricudo","012930035","Bgy","","","","R","  477 ","","  460 ","",""
"0102930036","Sabañgan","012930036","Bgy","Marcos","","","R","  921 ","","  894 ","",""
"0102930037","Sallacapo","012930037","Bgy","","","","R","  357 ","","  392 ","",""
"0102930038","Santa Cruz","012930038","Bgy","","","","R","  858 ","","  895 ","",""
"0102930039","Sapriana","012930039","Bgy","","","","R","  564 ","","  490 ","",""
"0102930040","Tapao","012930040","Bgy","","","","R","  736 ","","  761 ","",""
"0102930041","Teppeng","012930041","Bgy","","","","R","  1,333 ","","  1,413 ","",""
"0102930042","Tubigay","012930042","Bgy","","","","R","  363 ","","  378 ","",""
"0102930043","Ubbog","012930043","Bgy","","","","R","  260 ","","  283 ","",""
"0102930044","Zapat","012930044","Bgy","","","","R","  321 ","","  323 ","",""
"0102931000","Sugpon","012931000","Mun","","","5th","","  4,585 ","","  4,930 ","",""
"0102931001","Banga","012931001","Bgy","","","","R","  843 ","","  882 ","",""
"0102931002","Caoayan","012931002","Bgy","","","","R","  663 ","","  734 ","",""
"0102931004","Licungan","012931004","Bgy","Cullang","","","R","  525 ","","  628 ","",""
"0102931005","Danac","012931005","Bgy","","","","R","  572 ","","  594 ","",""
"0102931007","Pangotan","012931007","Bgy","","","","R","  374 ","","  374 ","",""
"0102931008","Balbalayang ","012931008","Bgy","","","","R","  1,608 ","","  1,718 ","","Pob."
"0102932000","Suyo","012932000","Mun","","","4th","","  11,446 ","","  10,766 ","",""
"0102932001","Baringcucurong","012932001","Bgy","","","","R","  1,601 ","","  1,416 ","",""
"0102932002","Cabugao","012932002","Bgy","","","","R","  1,301 ","","  1,135 ","",""
"0102932003","Man-atong","012932003","Bgy","","","","R","  1,856 ","","  1,755 ","",""
"0102932004","Patoc-ao","012932004","Bgy","","","","R","  700 ","","  621 ","",""
"0102932005","Poblacion","012932005","Bgy","Kimpusa","","","R","  1,931 ","","  1,942 ","",""
"0102932007","Suyo Proper","012932007","Bgy","","","","R","  1,848 ","","  1,736 ","",""
"0102932008","Urzadan","012932008","Bgy","","","","R","  837 ","","  795 ","",""
"0102932009","Uso","012932009","Bgy","","","","R","  1,372 ","","  1,366 ","",""
"0102933000","Tagudin","012933000","Mun","","","2nd","","  39,277 ","","  41,538 ","",""
"0102933001","Ag-aguman","012933001","Bgy","","","","R","  694 ","","  728 ","",""
"0102933002","Ambalayat","012933002","Bgy","","","","R","  1,861 ","","  2,012 ","",""
"0102933003","Baracbac","012933003","Bgy","","","","R","  966 ","","  952 ","",""
"0102933004","Bario-an","012933004","Bgy","","","","R","  594 ","","  539 ","",""
"0102933005","Baritao","012933005","Bgy","","","","R","  639 ","","  633 ","",""
"0102933006","Borono","012933006","Bgy","","","","R","  926 ","","  1,014 ","",""
"0102933007","Becques","012933007","Bgy","","","","R","  1,905 ","","  1,911 ","",""
"0102933008","Bimmanga","012933008","Bgy","","","","R","  809 ","","  1,108 ","",""
"0102933009","Bio","012933009","Bgy","","","","R","  1,008 ","","  1,122 ","",""
"0102933010","Bitalag","012933010","Bgy","","","","R","  1,184 ","","  1,322 ","",""
"0102933011","Bucao East","012933011","Bgy","","","","R","  234 ","","  313 ","",""
"0102933012","Bucao West","012933012","Bgy","","","","R","  434 ","","  464 ","",""
"0102933013","Cabaroan","012933013","Bgy","","","","R","  703 ","","  744 ","",""
"0102933014","Cabugbugan","012933014","Bgy","","","","R","  902 ","","  948 ","",""
"0102933015","Cabulanglangan","012933015","Bgy","","","","R","  500 ","","  550 ","",""
"0102933016","Dacutan","012933016","Bgy","","","","R","  562 ","","  576 ","",""
"0102933017","Dardarat","012933017","Bgy","","","","R","  1,818 ","","  1,998 ","",""
"0102933018","Del Pilar ","012933018","Bgy","","","","U","  1,283 ","","  1,406 ","","Pob."
"0102933019","Farola","012933019","Bgy","","","","R","  1,203 ","","  1,008 ","",""
"0102933020","Gabur","012933020","Bgy","","","","R","  664 ","","  713 ","",""
"0102933021","Garitan","012933021","Bgy","","","","R","  992 ","","  1,090 ","",""
"0102933022","Jardin","012933022","Bgy","","","","R","  363 ","","  356 ","",""
"0102933023","Lacong","012933023","Bgy","","","","R","  934 ","","  949 ","",""
"0102933024","Lantag","012933024","Bgy","","","","R","  328 ","","  381 ","",""
"0102933025","Las-ud","012933025","Bgy","","","","R","  986 ","","  1,107 ","",""
"0102933026","Libtong","012933026","Bgy","","","","R","  2,299 ","","  2,358 ","",""
"0102933027","Lubnac","012933027","Bgy","","","","R","  879 ","","  987 ","",""
"0102933028","Magsaysay ","012933028","Bgy","","","","R","  669 ","","  754 ","","Pob."
"0102933029","Malacañang","012933029","Bgy","","","","R","  413 ","","  428 ","",""
"0102933030","Pacac","012933030","Bgy","","","","R","  857 ","","  941 ","",""
"0102933031","Pallogan","012933031","Bgy","","","","R","  948 ","","  972 ","",""
"0102933032","Pudoc East","012933032","Bgy","","","","R","  1,721 ","","  2,105 ","",""
"0102933033","Pudoc West","012933033","Bgy","","","","R","  1,681 ","","  1,440 ","",""
"0102933034","Pula","012933034","Bgy","","","","R","  478 ","","  498 ","",""
"0102933035","Quirino ","012933035","Bgy","","","","R","  660 ","","  666 ","","Pob."
"0102933036","Ranget","012933036","Bgy","","","","R","  1,272 ","","  1,192 ","",""
"0102933038","Rizal ","012933038","Bgy","","","","R","  745 ","","  764 ","","Pob."
"0102933039","Salvacion","012933039","Bgy","","","","R","  504 ","","  583 ","",""
"0102933040","San Miguel","012933040","Bgy","","","","R","  379 ","","  396 ","",""
"0102933041","Sawat","012933041","Bgy","","","","R","  948 ","","  1,053 ","",""
"0102933044","Tallaoen","012933044","Bgy","","","","R","  995 ","","  937 ","",""
"0102933045","Tampugo","012933045","Bgy","","","","R","  1,141 ","","  1,263 ","",""
"0102933046","Tarangotong","012933046","Bgy","","","","R","  196 ","","  257 ","",""
"0102934000","City of Vigan ","012934000","City","","CC","4th","","  53,879 ","","  53,935 ","","Capital"
"0102934001","Ayusan Norte","012934001","Bgy","","","","R","  3,349 ","","  3,526 ","",""
"0102934002","Ayusan Sur","012934002","Bgy","","","","R","  1,162 ","","  1,116 ","",""
